age,occupation,maritalStatus,education,creditDefault,housingLoan,personalLoan,contactMode,month,dayOfWeek,duration,campaign,pdays,previous,poutcome,subscribed
30,technician,married,high.school,no,yes,no,cellular,aug,tue,108,1,999,0,nonexistent,no
53,admin.,married,university.degree,unknown,yes,no,cellular,may,wed,59,1,999,1,failure,no
46,management,married,unknown,no,yes,no,cellular,nov,wed,248,1,999,1,failure,no
35,technician,single,university.degree,no,no,no,cellular,jun,mon,516,1,999,0,nonexistent,no
40,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,jul,wed,135,1,999,0,nonexistent,no
28,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,92,1,999,1,failure,no
38,admin.,married,high.school,no,no,no,telephone,may,tue,213,3,999,0,nonexistent,no
48,services,divorced,high.school,no,yes,no,cellular,apr,mon,25,2,999,0,nonexistent,no
71,retired,married,basic.4y,no,no,no,cellular,apr,mon,117,3,999,0,nonexistent,no
38,admin.,single,university.degree,no,no,no,telephone,may,tue,189,1,999,0,nonexistent,no
35,blue-collar,divorced,basic.9y,no,no,yes,telephone,may,tue,131,1,999,0,nonexistent,no
24,blue-collar,divorced,high.school,no,yes,no,cellular,jul,wed,57,2,999,0,nonexistent,no
26,admin.,single,university.degree,no,no,no,cellular,jul,tue,212,1,999,0,nonexistent,no
48,technician,married,university.degree,unknown,no,no,cellular,aug,fri,66,4,999,0,nonexistent,no
56,retired,married,basic.4y,no,yes,yes,cellular,nov,thu,258,1,999,0,nonexistent,no
39,admin.,single,university.degree,no,no,no,cellular,aug,wed,127,1,999,0,nonexistent,no
24,management,married,university.degree,no,unknown,unknown,cellular,jul,wed,530,2,999,0,nonexistent,no
31,unemployed,single,basic.4y,no,yes,no,telephone,nov,fri,144,9,999,0,nonexistent,no
33,technician,married,professional.course,no,yes,yes,cellular,jul,tue,110,5,999,0,nonexistent,no
48,services,married,high.school,no,yes,no,cellular,nov,tue,835,1,999,0,nonexistent,no
50,self-employed,married,university.degree,no,yes,yes,telephone,may,tue,137,1,999,0,nonexistent,no
36,management,married,university.degree,no,yes,no,cellular,nov,wed,20,1,999,1,failure,no
31,technician,married,professional.course,no,no,no,cellular,aug,tue,51,1,999,0,nonexistent,no
26,admin.,single,high.school,no,no,no,cellular,apr,wed,171,1,999,0,nonexistent,yes
38,blue-collar,divorced,basic.9y,no,unknown,unknown,cellular,jul,fri,1120,2,999,0,nonexistent,yes
47,services,married,high.school,no,yes,no,cellular,aug,fri,207,1,999,0,nonexistent,no
48,admin.,married,university.degree,no,yes,yes,cellular,nov,tue,122,1,999,1,failure,no
38,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,154,1,999,0,nonexistent,no
33,self-employed,single,university.degree,no,no,no,telephone,jun,thu,111,1,999,0,nonexistent,no
34,admin.,married,university.degree,no,no,no,telephone,may,mon,349,2,999,0,nonexistent,no
48,admin.,married,high.school,no,no,no,telephone,nov,wed,24,1,999,0,nonexistent,no
40,housemaid,divorced,high.school,no,no,no,telephone,jun,wed,1449,6,999,0,nonexistent,yes
34,admin.,married,university.degree,no,no,no,telephone,jul,wed,34,4,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,441,3,999,0,nonexistent,no
41,self-employed,married,basic.4y,no,yes,no,telephone,jun,wed,105,3,999,0,nonexistent,no
31,admin.,single,high.school,no,no,no,telephone,may,thu,132,22,999,0,nonexistent,no
34,self-employed,single,high.school,no,yes,no,cellular,nov,tue,581,4,999,0,nonexistent,no
27,admin.,single,university.degree,unknown,yes,no,cellular,jul,tue,77,1,999,0,nonexistent,no
39,admin.,single,university.degree,no,no,no,cellular,jul,mon,333,3,999,0,nonexistent,no
38,technician,married,professional.course,unknown,no,yes,cellular,aug,fri,498,6,999,0,nonexistent,no
29,student,single,basic.9y,no,no,no,cellular,may,wed,467,2,999,0,nonexistent,no
29,self-employed,single,university.degree,no,yes,yes,cellular,jul,thu,22,8,999,0,nonexistent,no
34,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,122,1,999,1,failure,no
55,technician,married,professional.course,no,yes,no,cellular,aug,thu,86,2,999,0,nonexistent,no
56,technician,married,professional.course,no,yes,no,telephone,may,mon,483,5,999,0,nonexistent,yes
44,technician,married,professional.course,no,yes,no,cellular,aug,tue,339,1,999,0,nonexistent,no
50,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,tue,137,2,9,3,success,no
26,entrepreneur,married,professional.course,no,yes,no,cellular,jul,tue,359,1,999,0,nonexistent,no
37,admin.,married,university.degree,no,no,no,cellular,aug,wed,356,1,999,0,nonexistent,no
37,admin.,married,university.degree,no,no,no,cellular,aug,tue,85,2,999,0,nonexistent,no
25,student,single,university.degree,no,yes,yes,cellular,jul,wed,77,3,999,0,nonexistent,no
31,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,374,3,999,0,nonexistent,no
38,entrepreneur,married,university.degree,no,unknown,unknown,cellular,aug,fri,188,5,999,0,nonexistent,no
32,entrepreneur,married,basic.4y,no,yes,no,cellular,jun,tue,183,2,999,1,failure,yes
40,admin.,single,high.school,no,yes,no,cellular,jun,tue,154,1,999,1,failure,no
32,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,105,1,999,0,nonexistent,no
24,technician,single,professional.course,no,yes,no,cellular,apr,mon,200,3,999,1,failure,no
47,admin.,married,university.degree,no,yes,no,cellular,apr,thu,53,1,999,1,failure,no
61,blue-collar,married,high.school,no,no,no,cellular,oct,wed,108,1,999,0,nonexistent,no
29,admin.,married,university.degree,no,no,no,cellular,nov,wed,406,3,999,0,nonexistent,no
41,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,55,1,999,0,nonexistent,no
39,technician,single,professional.course,no,yes,no,cellular,may,tue,83,1,999,1,failure,no
48,blue-collar,single,basic.4y,unknown,yes,yes,cellular,may,tue,233,1,999,0,nonexistent,no
35,blue-collar,married,high.school,no,yes,yes,cellular,jul,mon,289,3,999,0,nonexistent,no
33,management,single,university.degree,no,yes,no,cellular,jul,fri,415,2,999,0,nonexistent,yes
32,technician,married,professional.course,no,yes,no,cellular,aug,thu,154,1,999,0,nonexistent,no
31,blue-collar,married,basic.4y,no,yes,yes,cellular,nov,wed,98,2,999,0,nonexistent,no
40,blue-collar,married,basic.9y,no,yes,no,telephone,jul,tue,428,2,999,0,nonexistent,no
60,admin.,divorced,high.school,unknown,yes,no,cellular,may,fri,83,1,999,1,failure,no
27,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,tue,246,4,999,0,nonexistent,no
34,management,married,university.degree,no,no,no,telephone,nov,thu,29,1,999,0,nonexistent,no
38,self-employed,single,unknown,no,yes,yes,cellular,jul,tue,55,3,999,0,nonexistent,no
34,blue-collar,single,unknown,no,no,no,cellular,mar,fri,98,2,999,0,nonexistent,no
30,admin.,single,high.school,no,no,yes,telephone,may,thu,892,4,999,0,nonexistent,yes
39,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,399,3,999,0,nonexistent,no
35,admin.,single,high.school,no,yes,no,cellular,nov,fri,86,3,999,1,failure,no
44,services,married,basic.4y,unknown,no,no,cellular,jul,fri,226,1,999,0,nonexistent,no
40,blue-collar,married,high.school,no,yes,no,cellular,aug,mon,158,1,4,1,success,no
30,admin.,married,university.degree,no,no,no,cellular,aug,mon,243,1,999,0,nonexistent,no
40,services,single,basic.6y,no,no,no,cellular,nov,thu,107,1,999,0,nonexistent,no
27,technician,single,professional.course,no,yes,no,cellular,jul,thu,121,3,999,0,nonexistent,no
27,blue-collar,married,high.school,no,yes,no,cellular,jul,thu,212,1,999,0,nonexistent,no
50,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,79,3,999,0,nonexistent,no
45,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,202,3,999,0,nonexistent,no
53,technician,divorced,professional.course,no,yes,no,cellular,nov,wed,320,1,999,0,nonexistent,no
46,admin.,married,high.school,unknown,yes,no,cellular,may,wed,109,1,999,0,nonexistent,no
41,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,491,1,999,2,failure,no
34,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,451,3,999,0,nonexistent,no
43,admin.,single,university.degree,no,yes,no,cellular,aug,wed,126,5,999,0,nonexistent,no
39,services,married,high.school,no,no,no,telephone,may,wed,193,1,999,0,nonexistent,no
58,admin.,married,high.school,no,yes,no,cellular,jul,fri,318,4,999,1,failure,no
42,entrepreneur,married,high.school,no,no,no,cellular,aug,fri,332,2,999,0,nonexistent,no
47,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,53,1,999,0,nonexistent,no
34,self-employed,divorced,university.degree,no,yes,no,telephone,jul,mon,162,3,999,0,nonexistent,no
44,admin.,single,high.school,no,no,no,telephone,may,wed,84,3,999,0,nonexistent,no
52,admin.,married,high.school,no,no,no,telephone,may,wed,643,2,999,0,nonexistent,no
36,services,married,high.school,no,no,no,telephone,may,tue,445,2,999,0,nonexistent,no
24,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,46,1,999,0,nonexistent,no
34,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,185,1,999,0,nonexistent,no
36,technician,single,high.school,unknown,no,no,cellular,aug,mon,65,2,999,0,nonexistent,no
36,technician,single,professional.course,unknown,yes,no,cellular,apr,mon,59,3,999,0,nonexistent,no
50,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,tue,307,2,999,0,nonexistent,no
71,retired,married,basic.4y,no,yes,no,telephone,sep,thu,2055,1,999,0,nonexistent,no
32,services,single,high.school,no,no,no,cellular,may,fri,123,3,999,0,nonexistent,no
33,blue-collar,single,basic.9y,unknown,no,no,cellular,may,thu,1075,1,999,1,failure,yes
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,243,1,999,0,nonexistent,no
36,self-employed,married,basic.9y,no,no,no,cellular,apr,fri,214,2,999,0,nonexistent,no
36,management,married,university.degree,no,yes,no,cellular,nov,thu,302,3,999,0,nonexistent,no
49,technician,married,professional.course,no,no,no,cellular,jul,fri,96,1,999,0,nonexistent,no
55,blue-collar,single,basic.4y,no,yes,no,cellular,apr,wed,171,2,999,0,nonexistent,no
48,admin.,married,university.degree,no,no,no,telephone,apr,thu,185,1,6,2,success,yes
37,technician,single,university.degree,no,yes,no,telephone,jun,tue,117,3,999,0,nonexistent,no
51,services,married,unknown,unknown,no,no,telephone,may,fri,25,2,999,0,nonexistent,no
46,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,276,4,999,0,nonexistent,no
53,blue-collar,single,unknown,no,yes,no,cellular,may,wed,320,4,999,0,nonexistent,no
46,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,107,3,999,0,nonexistent,no
31,admin.,single,university.degree,no,no,no,cellular,nov,thu,166,1,999,0,nonexistent,no
54,retired,married,professional.course,no,no,yes,cellular,jul,fri,39,3,999,0,nonexistent,no
49,services,divorced,basic.6y,unknown,yes,yes,cellular,jul,fri,112,3,999,0,nonexistent,no
46,admin.,married,university.degree,no,yes,yes,telephone,may,fri,375,2,999,0,nonexistent,no
32,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,110,3,999,0,nonexistent,no
53,blue-collar,married,basic.4y,no,yes,no,cellular,nov,fri,15,2,999,0,nonexistent,no
54,technician,married,high.school,no,yes,no,cellular,jul,tue,187,4,999,0,nonexistent,no
59,retired,married,basic.9y,no,yes,yes,cellular,aug,wed,339,1,999,0,nonexistent,no
56,services,married,basic.4y,unknown,no,no,telephone,jun,mon,746,2,999,0,nonexistent,no
25,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,73,2,999,0,nonexistent,no
26,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,135,1,999,2,failure,no
40,management,married,basic.9y,no,yes,yes,telephone,jun,fri,162,1,999,0,nonexistent,no
33,admin.,single,university.degree,no,no,no,cellular,aug,wed,154,1,999,0,nonexistent,no
29,management,single,university.degree,no,no,no,cellular,nov,tue,232,1,999,1,failure,no
32,admin.,single,high.school,no,yes,no,cellular,may,thu,212,6,999,0,nonexistent,no
31,blue-collar,single,basic.4y,no,yes,no,cellular,nov,thu,111,2,999,0,nonexistent,no
36,self-employed,divorced,university.degree,no,yes,no,telephone,jun,thu,130,2,999,0,nonexistent,no
39,technician,married,professional.course,no,no,no,cellular,may,thu,239,1,999,1,failure,no
31,technician,single,professional.course,no,yes,no,telephone,may,tue,198,1,999,0,nonexistent,no
48,technician,married,professional.course,unknown,no,no,cellular,aug,mon,43,3,999,0,nonexistent,no
40,technician,married,professional.course,no,yes,no,telephone,oct,tue,10,1,999,0,nonexistent,no
37,admin.,married,university.degree,no,yes,no,cellular,aug,wed,161,2,999,0,nonexistent,no
48,management,married,university.degree,unknown,no,no,cellular,nov,wed,52,3,999,0,nonexistent,no
32,management,divorced,university.degree,no,yes,no,cellular,may,tue,313,1,999,0,nonexistent,no
29,blue-collar,single,basic.6y,no,yes,yes,cellular,apr,thu,1410,1,999,1,failure,no
26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,455,1,999,0,nonexistent,no
49,technician,married,professional.course,unknown,yes,no,telephone,may,mon,95,5,999,0,nonexistent,no
55,technician,married,professional.course,no,yes,no,telephone,jun,mon,555,5,999,0,nonexistent,yes
41,entrepreneur,divorced,unknown,no,no,no,cellular,may,fri,242,1,999,0,nonexistent,no
52,unemployed,married,high.school,unknown,no,no,telephone,may,thu,218,2,999,0,nonexistent,no
42,admin.,single,unknown,unknown,no,no,telephone,may,wed,126,1,999,0,nonexistent,no
31,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,174,1,999,0,nonexistent,no
65,technician,married,professional.course,no,no,no,cellular,sep,thu,263,1,999,0,nonexistent,no
50,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,703,4,999,0,nonexistent,yes
32,technician,single,university.degree,no,no,yes,cellular,may,fri,137,2,999,1,failure,no
36,unemployed,married,university.degree,unknown,unknown,unknown,cellular,mar,fri,95,2,999,1,failure,yes
50,unemployed,unknown,basic.9y,no,no,no,telephone,nov,thu,278,6,999,1,failure,no
35,housemaid,single,unknown,no,yes,no,telephone,jun,thu,66,1,999,0,nonexistent,no
31,technician,single,high.school,no,yes,no,cellular,aug,thu,92,3,999,0,nonexistent,no
36,admin.,single,university.degree,no,yes,no,cellular,jul,thu,536,7,999,0,nonexistent,no
47,technician,married,high.school,no,no,no,cellular,aug,tue,73,9,999,0,nonexistent,no
60,admin.,divorced,high.school,unknown,yes,no,cellular,may,fri,301,1,999,0,nonexistent,no
39,unemployed,married,university.degree,no,yes,no,telephone,jun,mon,108,4,999,0,nonexistent,no
39,admin.,married,university.degree,no,yes,no,cellular,may,fri,894,2,999,1,failure,no
27,technician,single,basic.9y,no,yes,no,cellular,apr,wed,131,1,999,0,nonexistent,no
57,retired,married,basic.4y,unknown,no,no,telephone,nov,mon,40,1,999,0,nonexistent,no
26,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,tue,333,2,999,0,nonexistent,no
29,admin.,single,university.degree,no,no,no,cellular,aug,thu,134,1,999,0,nonexistent,no
54,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,71,5,999,0,nonexistent,no
38,student,single,university.degree,no,yes,no,telephone,may,mon,763,6,999,0,nonexistent,no
40,services,divorced,high.school,no,yes,no,cellular,jul,tue,144,1,999,0,nonexistent,no
24,self-employed,single,professional.course,no,yes,no,cellular,jul,mon,201,3,999,0,nonexistent,no
43,blue-collar,married,basic.6y,no,yes,no,cellular,jun,mon,131,4,999,1,failure,yes
47,services,divorced,basic.9y,unknown,no,no,cellular,jul,mon,678,1,999,0,nonexistent,no
45,self-employed,divorced,university.degree,no,no,no,cellular,nov,mon,89,1,999,0,nonexistent,no
43,admin.,married,university.degree,no,yes,no,telephone,may,thu,493,2,999,0,nonexistent,no
29,technician,married,professional.course,no,yes,no,telephone,jun,fri,1617,1,999,0,nonexistent,yes
47,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,mon,140,3,999,0,nonexistent,no
36,entrepreneur,married,basic.9y,no,no,no,cellular,apr,fri,299,1,999,0,nonexistent,no
25,self-employed,married,university.degree,no,yes,no,cellular,jun,fri,57,2,999,1,failure,no
54,self-employed,married,high.school,no,yes,yes,cellular,aug,thu,904,3,999,0,nonexistent,yes
33,services,single,basic.6y,unknown,yes,no,telephone,may,wed,230,1,999,0,nonexistent,no
34,technician,divorced,unknown,no,yes,no,cellular,jul,thu,46,21,999,0,nonexistent,no
41,entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,thu,99,1,999,0,nonexistent,no
46,services,married,basic.9y,no,no,no,cellular,may,wed,984,1,999,1,failure,yes
35,technician,married,university.degree,no,yes,no,cellular,aug,tue,614,1,999,0,nonexistent,no
55,admin.,divorced,university.degree,unknown,no,no,cellular,may,thu,168,2,999,1,failure,no
40,self-employed,married,professional.course,unknown,no,no,cellular,apr,tue,210,1,999,1,failure,no
55,technician,married,professional.course,unknown,yes,no,telephone,may,mon,135,1,999,0,nonexistent,no
50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,91,2,999,0,nonexistent,no
47,admin.,married,university.degree,unknown,yes,no,telephone,may,fri,155,1,999,0,nonexistent,no
50,admin.,married,university.degree,no,yes,no,cellular,jul,thu,567,5,999,0,nonexistent,yes
48,unemployed,single,basic.9y,no,yes,no,cellular,apr,thu,242,1,2,1,success,yes
24,admin.,single,high.school,no,no,no,telephone,jun,thu,131,1,999,0,nonexistent,no
56,blue-collar,single,basic.4y,unknown,no,yes,cellular,nov,tue,307,1,999,0,nonexistent,no
42,admin.,single,high.school,no,no,no,cellular,aug,wed,127,1,999,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,aug,thu,259,3,999,0,nonexistent,no
32,technician,single,university.degree,no,yes,yes,cellular,may,fri,693,5,999,1,failure,yes
24,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,61,3,999,0,nonexistent,no
24,student,single,high.school,no,yes,no,cellular,dec,thu,726,3,999,0,nonexistent,yes
